cleaned_text,sentiment_numerical
bollywood fims egyptian tea,1
serious cig craving head kitchen let non smoker weight gain begin,1
seriously heartbroken,0
stick stone may break bonesbut word hurt forever,0
atm getting ready work,1
hey kevin yeah one gonna toughie sure much sleep oh well hour go,0
oh raining sea world parade,0
im loving please dont leave pink,1
thanks answer wondering whole week,2
back time wish teenager wish could feel healthy cant remember like feel healthy anymore,0
wish would say unfollowed,2
happy mother day,2
phase success self discovery vital phase min away cool classy baby shout yeah mane,2
preet haha one many reason love,2
always welcome sweetie hug,2
last day tv upfronts w colleague sydney paris london,1
tweet wish could give biggest hug right im sorry cant imagine painful must,1
bit early wanting nice lunch good time,2
bit hollie started cry,1
finally home night dinner drinking friend going sleep hoping bed doesnt spin much,2
wow heather,2
time school im feelin good jog good aloha,2
stop staying night,1
jus listened okay nice lik ive thinkin abt thomas throughout e whole song luv ya,2
soooo disapoointed couldnt make next time glad productive,1
joined twitter hehe,1
dubbs curse igloo dweller,0
hahahahahahahaha hope hope youll like,2
lee loveee missss annie,1
oh ex room mate moving today,1
awake still feeling sick got blog done least,2
take u eric,1
today felt much crazy digg new addition family pretty cool,2
random night fun im chillin home happy mother day,2
agree come canberra raddest,2
skinny dipping work colleague maybe id never live lot,0
finished listening last day krypton audio book loved itso sad though,1
rare treat bc rarely ap em early may make opening bell pdx farmer mkt new goal,2
dying get hand diagnosis murder dvd boxset pesky kid amazon still wont deliver zimbabwe,0
thank new first time japa dog customer twitter spread word like new customer,2
read follows im whatd yes rather simple miss dick,1
new chic texted saying thanks email didnt answer question might need look newer chic,1
furlaxis make feel physically sick read let right one horrified cat violence horrible,0
good grief cant say much driving home martin ike last fall interesting hear say,1
storming outside,1
proper journo would agree,2
finished watching star trek imax couldve watched night live long prosper,2
yeah ive noticed miss spender closer holding,0
mom came home finally got guitar strap yay,2
early mother day dinner family,1
dont feel bad sure attribute could cold flu med nap alcohol getting better,1
hahah labhr labba seems think similar way,2
picture made cry lol,0
hooray,2
hit word mark geography note im even gcse mean ive done page history,1
bad start day youre sweating butt range,0
hey every yesterday prom best wanna go back time ima miss every new pick soon myspacecomrisound,1
happened wierd sudden,0
heading office quiet stockholm least sunny,1
ano pa bang aasahan ko sa iyo never fail fail,0
tha internet txt,1
failed assassination attempt louis,0
think there something wrong video load first ish second,0
phone call yett hrmm maybe call end order ill wait bit longer prom night often spuratic moment,0
im hungry cold,1
learn twoheaded boy nutreal milk hotel,1
im sorry im neglecting twitter,0
sitting almost empty dorm waiting jordan come take last thing say good bye graduate tomorrow,1
srod shouldnt know national holiday,1
wanting someone spend summer evening whilst shes nice relaxed mood,2
hour til lunch cant wait ima go mcds,1
song fill ipod supposed hold,0
missed red rock sad couple day,0
ready school yet,1
jfc need rd graduated ended getting awesome hookup ftsk rocket excited,1
page betrayed pc cast really starting enjoy series,2
there something area make tonsil swell everyday dont get feel slightly miserable ff done,0
watched hella home movie aunt uncle miss day whole family got along,0
signing night watching reader im sure ill snooze point good night,1
id soo honoured u cld chk beat perhaps sm advice wat nd improve da overall sound music,2
ohh forgot tell last night alton tower touched shark amazing nt massive one tho,2
weird thinking may nd totally changed crappy mood happinessi miss much,2
dislocating thumb painful dislocating toe reminded today thankfully toe still feel weird,0
driving home trade car hopefully make,2
catt totally love default picture seem like fun mom,2
friday night magic last night lost bad suck draft,1
remmber time crisis try iphone,1
yeah entire time swoon bc eye swoon thinking,0
writing since pm word cant help edit write stop self oh ive also researching,1
didnt know u guy acc fb hee,1
yeah didnt last long,1
kid may th,1
hernia hurting way usual tonight way im able go,0
sometimes feel like person world without iphone,1
sad hollyoaks,0
another mobile monday back online there two day ill never get back via,1
thelma louise good movie,2
check,1
iscool gb drive mb gb free tb external storage permanently connected home,1
yeah feel anything remembered looking loopt phone coughin,0
whats homieeeeeeeeeee miss live last night hope tonight hit cutie,1
ya suffering whole day yesterday met dentist feel bit better still look like rocky balboa though,1
picture never happened,1
sorry misspelled twice already im notgiving run,0
he adorable,2
ok hit hay thank,2
carter video set private,1
talked kat crappy,0
un cross pleasei planning buying lambo summer next stop pitsvillle babypeople carrier,1
back work,1
babe im around bored need worry,1
john sound like terrific service im sorry hear mom,0
freezing,1
yeaa know smartier plus know real thing better lol,2
id interested working care dont live sf anymore,1
good morning camper im happy bear morning awful dream night v worried,1
finished mowing lawn,1
nearly ran pheasant driving lesson baws,1
son would freak falcon,1
day awww man nott,1
im sad ill probably never see fleetwood mac,0
im glad youre little prissy well obvious much love wthe treatment shes getting,2
watching men n blk wishin mum happy mother day,2
higood luck mtvawards im sure youre going wini hope soi love work ha speak spanish take care,2
sweet swiss toblerone best come soon meet fabulous rita chichester,2
got call realtor saying another showing sunday offer yet least lot interest,2
marri know ill get soon,1
absolutely view section site know youre busy welcome guest post,1
aww bless haha cute tom,2
chance blew suffer consequencesgnite tweeps,0
sorry mike assuming music missingi dont know mystery,0
hehe nz magical place earth,2
playing bejewled facebook want higherscore,0
hehe wondered wtf star war day top trending topic get may fourth also,2
god cant even catch public transport swine flu house,0
beautiful day shame ive got spend office,1
ill new movie showing franklin thursday night several sla faculty attendance,1
cold one im work,1
hey gerardo late response day talking bout forgiving brother givin wrong direction got way upset,0
chrystina grace timberlake ring,1
im bittweeet yall later,1
haha know sorry typo last tweetblehhh p said sucha cute movie awww,2
wow hurt way worse thought would,0
new friend hmmm tell,1
ac tix actually show sold id get tix stubhub pay,0
name brand dairy even called semisweet dark ill try get helloveggies store,1
hour sleep mild hangover carelessness loss brand new ipod pouch,0
shop work time see yas laterz x,1
finished loading aim guess get update twitter message katie arttt,1
hey guy working need worry tooo many follower tho,2
bout go bed pretty good day monday,2
emailed link pretty sad uh rip jessie kitty,0
might broken text message,0
thank keep there good lad,2
thebigman hey ive never caught enyone live,1
okay twitter suddenly changed respond message,1
fell effed arm today back drive,0
honestly hate said ppl sometimes sorry makin anyone,0
ask done life annoying human being tell mama happy mother day,1
think hannah,1
holy moley raining cat dog got snazzified min salon mint,1
senior ball hella fun good night,2
yay good umm reggie perrin next oh care no watching bbc lol,2
got live last night vid comin soonnn,1
nice see twitter,2
nothing could get worse could think id verge killing someone else thing good anymore,0
yay watching supernatural great way end hard day miss jesse,1
touched real live cube hamilton dealership closed couldnt sit though,1
look said tosomeone actually dont dont yes noyes ugh dont know,1
well dont resits lol last exam,1
watching pineapple express seriously thinking used real weed movie,1
neck hurt lot,0
need get fever grrrrr,0
baha im gonna find dont think took im gonna find,1
im glad someone slept last night doggy would take picture dont see laptop,2
kinda nothing life boring feel like changing look let go shopping tomorrow,0
love game thats show suuuppper pissed got cancelled,2
ready work except arm,0
darling dd say mum best friend told tell said love ya moo jd,2
ok ermm ill meet gym half four,1
sun making happy shame work tonight x,1
sooo madyesterday todaysuckedso much,0
good day sun little bit burnt tho well actualy quite alot sore heh,1
lucky lucky friend nickleback concert atm wish,2
great dinner wonderful girlfriend,2
thank marc jacob thou love limited,2
finally learned think speaks work wonder,2
monday morning lying bed instead working great bank holiday required,2
oh ok thanks,2
het r u finished cleaning pond u shouldnt stay long u get wrinkled kidding,0
home heck ima home soon ia,1
cake little stomach bug nothing serious,2
definitely,2
didnt get callback play cried oh well guess back techie,1
week finally rained quite enough yet seems coming garden happy,2
take bill keep change,1
leaving morning go mommy,1
glorious week best holiday ever think dont want go home morning,2
pain big toe got stamped hokey cokey hurt much anyone suggestion help,0
outlook good,0
saw confession shopoholictotally fell love hugh dancys accent need tomorrow new top want,2
got back kuantan sooooooo much fun,2
well good job two cousin graduate good luck life never wear pajama pant school,2
there camel hill ill give plankton hilarious,2
oh god sad day,0
eff noise,1
sweet good day,2
imchris cant get mine keep getting error,0
glad hear youll st tournament soon ksn say need practice,2
sat alone whilst jay play phone,1
myspace profile ollld newsz need editeditedittt,1
slept woke iced coffee lazed went late lunch bf sweet little laidback saturday,1
whats point wisdom teeth nothing grr much pain look like chipmunk fml,0
haha scared,0
lucky mom paid everything ill take shopping,2
well youre called comedyqueen nowt lol,1
waiting email probably never arrive ed later consti study hopeless bumming,0
missed u stop defending urself true fan u ure best u didnt change ur biggest french fan,1
miss u like cotton candy,0
stayed home school today doctor sooooon,1
alo sad quiet empty tonight,0
first surprise birthday ever best night ive long time,1
omg u nasty,0
p culled handful esp follower spam one nsfw link click made cut though,1
wtf advertising gone mad want access camera microphone amazon really know better,0
would cry little waitno mean mechanical army would pleased proper representation xme,1
gooood morning,2
happy mother day,2
cankle sore,0
kuala lumpur know vanished haha broke last boyfriend thats im back,0
haha good bet,2
oh emm gee quebec day excited,2
love using remote access use desktop laptop back emerge,2
jane hope go away quicker mine week counting,2
cinema tonight half price monday,2
hmv shinjuku,1
babysitting sun heat im getting lot freckle,0
tried swat fly buddhist magazine bad karma,0
whew im going focus family time swim suit shopping rest vacay thanks kind word,2
yo somebody mother came club dress like shes going straight church club feel like im going hell,1
r u yvonne havent seen u google group day miss ya,0
wish saturday night fever couldnt stay lastnite whole thing,1
im scared bruised,0
think dreaming however memory suck maybe,0
youre,1
nope im way home,1
aw song make think girl scout,2
yes ill try posting pic,1
god love quiz get phone im gonna facebook quiz,2
definitely also wanted say perfect time favorite track seriously made tear,1
hey jess josh,1
dont even care theyre,1
wish weather would slightly less rainy could use hot tub,2
rarely sleep cant help hehe,0
raining cant go jogging house gym,1
whats matter,1
lol like challenge impossible want try,2
yes yes especially wine mushroom ummm love mushies,2
soo stressed outi think could possibly lose,2
currently brushing art science selecting good domain name domain year poor result,1
cant go grocery store empty stomach thats trouble wanna see ur show sure ill get let u kno,0
bummer hope doesnt continue long,0
graham yerrrr sameee haha way play edward thinkk mmmm,2
forget much miss tribe til limited access talking spotty internet country wont long,2
say alright alright im going already sheesh well better early late,1
took shirt back covered blister,0
read book called gamer girl wasnt bad,0
yo happened invite,1
oooommmmggg probs busy slay properly hopefully ill stay ahead task week,1
short hour left go work,1
thinking reading talking view miss often,1
need good idea fast,2
youve got read downwards make sense,1
yesterday today weekendback work moro,1
im right im vacation got workin,1
starting twitter,1
whered come pup certainly near future maybe beagle depends mus fatboy,1
break via second phone call,1
dont wanna work tonight,0
also happy mother day,2
thank love tattoo special foot one beautiful,2
romantic novel cried end im going bed im tired,1
know ashamed watch single episode new gh season kept falling asleep gave,0
itll close hopefully figure theyll eating nothing cooky week tho,1
burned leg x,0
really awesomeim mad cuz follower r goin take breath,1
james go,1
time play drum,1
agree however cant sell im full brick motar store soon though hopefully,1
job camp downfall midnight showing harry potter,1
eating lunch school,1
always one joykill crowd hater,0
brother making banana shake yesterday made mango shake he shake guy,1
work got back percent monday feeling,1
u dont win u always roll pas lol dont anyone take,1
let guess antique collectible anywhere else youd like,1
finally beautiful sunny day atlanta bad im stuck inside working,1
thanks iphone kept till,1
ill sure,1
well question blog post,1
omgosh degree im sweating miserable gonna visit atx needac needac,0
could called told person didnt humiliate front whole twitterverse,0
jlh lol thats special kind magic though see special discovery think nessie died,1
missed ill miss rpt mrw oh well there youtube sunday guess thanks andrew,1
jus got hom fr tda funeral im sad cried much time much love grandpa never got say last goodbye,0
lol great episode,2
fully inspired write song,2
though cold would go away turn sinus infection keep getting worse worse day,0
ali like wonderful sunday,2
working summer,1
used last dvdr window iso next batch lightscribe dicsc want see work,1
true love brazil australia nitey,2
gettin ready hit mall wmy mom jayden thing wfaith,2
whats focus sunday e game,1
ate much ice cream curly fry,1
im trying get moving morning,1
beag hate cat pee,0
last call,1
valium make feel goood need cant fall back asleep want mommy,1
whooooooooooooa ang ganda ko dito ha thank,2
jia,1
monthsback twitter,1
dammit need new cupcake tin,0
ahhhh sad,0
well im glad im one mine bad im resort pulling old hairband disguise,1
didnt even reply old tomorrow,1
im pleased hun,2
hey hey ready come oklahoma,1
liden thanks follow tove,2
fantastic time paradise drink margeritas,2
raining im outside without umbrella,1
little girl bgt omggg people feel sorry,0
yup def swine flu think sausage,1
thats tonight cool,2
new article let know think,1
tatiiiii,1
good day im checking hugh today also lookout best cassoulet recipe ever tasted,2
nice night golfing,2
signin autograph would boring think get wasted nite fun im stuck work,1
possible frown eating frosty,1
sad christian lacroix file bankruptcy,0
stupid ipod taking forever load,0
jessie gone away weekend miss already,0
sitting shadow tree heart city listening panicwaiting bus thankswindfor pleasant,2
woke early morning happy bout headache dizzy cant breathe yeh im still sick,0
nevermindi kept reading see yall r gonna williamsburg ill mind business lol,0
finger crossed neighbor sign ups package today otherwise may byebye pretty skirt,1
alice doesnt know wear cinema,0
yeah yesterday turned parent rented hummer limo pretty cool,2
aww dont cry ashley,2
didnt bring pokemon forgot home,1
go sleep sleepy,1
love wish half could even name web design lady,2
still recall helpful way back struggled ar contest question,2
great weekend ate much think looking forward trip hobart friday th,2
hushstop teasing,0
im wearing certain tye dye tshirt moment miss counterpart,0
gotcha let meet twitt cafe,1
feeling sick oh well reckon people bus cursed anyways nighty night,0
didnt take long fragment bone heal major bone reabsorbed body may need fix future,1
happy belated birthday hun net broke first chance ive get online luff yooooooo xxxxxxxx,2
think read strawberry hard fav char comic like bad rabbit stud chic sent kid,1
supporter totally,1
marie justin timberlake sooo funny,2
get yer freak onits monday great one possible great monday,2
managed stab piece bhuja hot course roof mouth blood everywhere well least mouth,1
love,2
steak burrito bowl right wish wasnt lazy go downtown,0
hahaha chivalry dead rare,2
awww holly shes cute hope let sing,2
omg twin sister fav song,2
moving office im going miss hollywood,0
girl friend also dropped,1
wedding,1
probably kinda expensive work people weekend work,0
shame freud cant follow implication,0
yes pool opened weekend,1
alone evening,1
might still eating drinking,1
farewelling employee tonight,1
everyones set away msn nobody talk,0
skyped u la nite,1
like rio ferdinand he wearing england jersey,2
truly sad cheap little camcorder shot crap,0
sweet nk dream love,2
obsessing chris pine heehee,1
fear crept already dismissed let thing right coz time feeling different,0
ugh miserable looking day degree summer go,0
bored really dont know,0
woot go girl,1
twitterberry moved ubertwitter suffered bb cache error,0
poetic great going keep coming,2
thanks stephen appreciate,2
totally got hit one bar guest ha hayay,1
hate happens hope figure soon,1
well miss im sad didnt get meet,0
completely excellent dave matthew concert jason mraz opened heard stay leave crush first time live,2
spoke culture racker castle time awesome mexican food drinkingantibiotics,2
twitz lolhiiii maybe lay patron bottle water,1
way homee love long car ride,2
tiiiired cant sleep,0
greeeeeeaaaaatttttttt babe amazing,2
well definitely hayfever,0
thinking recent job opportunity hoping get one gettng ready church,2
poor little mth old taken hospital yesterday syringe feeding home doesnt want drink,0
graverobber graverobber sometimes wonder even bother fun tonight,2
snl tonight going hilarious,2
got see favorite guy back long island heading back city tomorrow monday boyfriend,0
tell yo mamma em axe durrin said happy mother day,2
dont want leave,1
hour sun turned blancmange suck pale,0
aww happy mother day girlie kingston lucky great mommy,2
oh really hopefully good one trying get attention thats,2
let check sir,1
bout knock feelin lil sick peace yall,0
yay playing scattegories random joel may sherman,1
god really really christ,1
ugh gross,0
know,1
like wat wat doha got ill go mushygushy peace twitter dude got gushy gram make,1
need hug cuz garbage truck men keep driving next whistling im working hard graduate,2
fantastic thank,2
r one mine potential winner think could quite easy code might sit,1
hour sleep last night barely functioning,0
thank usually learning happens get little rest review note reminds id better get rest,2
hear scorcher back home weve got cloud back studio maybe lucky might get song done day,1
technicallyi havent really gotten bed think youre right im gonna stay,1
yeah ill probably stop story completely finished wont though wide awake,0
nope year since happened like,1
trying twitter thing facebook finally routine need figure twitter thing,1
see u next saturday mr,1
miss terribly,0
ill creative choosing next alias adding n front obviously stealthy enought,1
tried reply back need follow dm many friend common short answer,1
bought leica charger arrived doa called leica got transferred around left vm atleast rf isnt misaligned,1
oh yeah camera clipping problem void completely fixed yay fiddling,2
em hahahahaha sry,1
got twilight board game today good old ebay,2
law power robert greene little bit much anyone interested copy dm,2
im real boy goddamit guh apostro feel sad library lady think im stupid shes stupid j,0
ive run earl grey lemon tea instead whb,0
finally made qchappy mother day got car,2
im done good nite,2
one watch peep actually focused final already,0
oh long cant remember,0
download movie notorious cool movie,2
want hang beth tenaya hubby tonightbut jon want hang people,1
talking sarah lisa,1
tweeterizing mobile,1
hi waking lazy would proud btw nice colour burnt,2
seagull hate im utterly depressed miss,0
want get super pretty want cig,1
wasabi recovering surgery,2
omg icecream,0
going school leave stuff,1
run ill later hopefully catch everyone missed today working web bear miss lot,1
gosh watchin cosmetic surgery nightmare itv awful,0
ive passed drunk passed couple hour good go,1
grr stupid meebo disconnecting every second,0
lmao saw sound hella good hair appt,2
ooh new bonkers tomorrow nearly forgot,1
im sure fan week wow guess soon overtake malaysian page,2
im tired sick better sunday sing morning night,1
love video da funk daft punk,2
lovely,2
packing gym bag gym bit squee im happiest whem im go,2
happy mother day mommy love much dono id without,2
homework study guide,1
grrr hate make careless mistake doc give partner,0
least he breakthrough performance tho wanted nominated category,1
version sold regular version,1
gone,1
ruggedman hi vishal,1
finally use internet explorer firefox issue back normal tweeting,1
friday work weekend,1
feeling butterfly today study study study contract gonna ace writeon competition journal,2
come fun part find offer per country live outside u change quite tiny,2
watched yes man good,2
forgot word started cry stopped singing carried cried stopped,0
hey sherri dont give bc theyre married may brother friend,2
sorry think hr till day,1
cant im ipod doesnt im,0
okay thought getting sick nope hahaha phew sry mike lol hope get better soon,2
grrrr youtube wont let watch chat,0
well propels people change direction point wasting day something lost passion,0
hour fifteen drive left bored ate half food already,0
contemplating getting hair cut severe anxiety,0
seriously addicted talking people haha love dont care cant tell otherwise jerk,1
excitement new follower overnight sadness ad bot,0
sorry demi read post attend bgt im sure support sb helped tho world without pap plzz,0
wish could go meet middle tomorrow,2
pauly wallly made life happy hell love x reply back,2
lovin bailon soooo much right,1
bye la already miss,0
haha dork sound yummy share,2
ahhh think leg burnt hurt,0
trashy sensationalistso yes,0
hahaha ur gonna tweet awoke night haha man concert suck cali da place,1
happy star war day,2
thanks follow,2
loving jumper,2
oh fml probs gunna shepard bush hate,0
unfortunatly start making way home via singapore gig fun aint yet,1
wish sun lolly get addicted flavour,2
im saddo haha actually make really happy warren dead though,1
need another kiss attack,1
hehe almost hear right ear yet,2
nku get app,1
saw whole lot stuff africa joy casterbridge farm white river mpumalangawas quite thrilled see ur stuff,2
mom emailed itll porch anytime come tomorrow well miss dont worry knocking,1
tweetioi class real problem taylor,0
hey hunnie u miss talkin u ty follow,1
think im broke,0
result working greenblack finger,1
maaaaan spent hour project work computer bork crash lost,1
made decision stick although im really sure right one,0
ahhhhh processing shipment sooooooo much,1
cant find hope didnt get eaten anything last nighthe jumped deck wont stay safe sigh,0
poor baby girl poorly x,1
whooo baby good luck,2
aaaww thats good know im glad james great love guy kiss venezuela,2
real detroit weekly websiteoh horror horror,0
going line rest day made progress game weekend may like,0
omgod im soooo tired dont think energy film today lol,0
mine twpp shadez,1
writing essay college writing boring,0
heard good vibration thought charlie dying lost,1
surprised havent fired announcing whole world body theyd found selfish,0
haha see go wear blue heey ur watching jonas hahaha havent watched ep yet hope show soonp,2
itd nice soon well pay tweet,1
win trip america please reply xo,1
hahaha yes lil jon freakin jizzle u know named st puppy u lil jizzleremember lolxoxox,1
wonder karma point turned,1
sun shining great day,2
chazs daily happening watching er instead dvd end era sun wooo,1
hahaha thats cool pic sal made daniel lol,2
sweetie lucky liberty,2
anyone super nintendo controller want sell mine broke,0
go mid valley la haha never mind la dont wanna go anyways,1
attempting sleep puppy sick already,0
wanted see enjoy,2
hah finally got home,1
sick doctor waiting room,0
drive make ahh margarita best,2
omg wow hope everything ok,2
lazy day staying foot much possible,1
thingsmummysaid result broken condom,0
oh okay cool love fast furious cant wait see new one,2
yeah thing arent going well im getting feel like havent felt long long time,0
yes reprieve one paper pushed back friday leaf three page due pm even problem,2
spending quality time fender tele deluxetrue love,2
hmm icecream breakfast springtime,1
wishing could seen nephew graduate kindergarten,0
l u much see u school todaay,2
britain got torture edelcries,0
suzi,1
amazing dvd ill put netflix list based trash potential inherent title,2
august requoting gyaan live life fail notice live quote muthu,1
perkinz idk wat dat tho maybe sum lol,1
youre silly,0
hear helicopter flying house thats kind weird news headache back booooo,0
rofl u hahaha lemme tell salman munir p p,2
yea way go super excited great midwest resource midwest pride,2
hi net yayy im short time though,2
loving sunshine wish poor richie would feel better,2
heyy si year month still want walk,0
hey site going listen web stream cant get site,0
mind racing bc word wrote hate hate cant keep falling,0
hope eclipse running btw,1
uh happy mother day mum,2
bebop thats lame sorry,0
morning,1
cheer lizzi b another foh hero concert still suppose b upset xoxoxo,0
ill definitely write look forward article write fun,2
hug kathy though mom heaven know shes smiling accomplishment people keep positive,2
oh no missed,0
dont anything fwd mobileme last week ive gotten least spam message day,1
ive spending time wmy momma celebrating mother day early ive good woodburn,2
heard dad would going september would also come,1
heard disappointing disappointed ive even seen waste c bale,0
mandarinmonday,1
yeah thought little warning guy dont miss shift dayswk break thats sure,0
right need breakfast let see make tweeting thinking im bloke multitasking lol,1
ill teleport straight,1
may new fav number,2
done absolutely nothing day todayhow pitiful thatsmdhguess cant go nite gotta work booo,0
sad casue everyone going seperate way never going see friend,0
cool np got working series design,2
sell car costing much afford one rollerskate bye bye petey,0
like like causeee im babysitting haha call causeee im kinda bored right,0
jim much want see screen adaptation kick found nick cage heart sank,0
oh sunny,0
oh no hope feel better soon head sympathizes,2
sunburn really bad regretting sitting sun without suncream,0
feel like im alott drug,0
hehe name jack dawson died titanic u c movie mileyim watching rite amazingtell leo ihim,1
oic cavite sorry im america see profile there word like america,1
throat hurt gonna go read go bed text mee,0
watching old skool fall boy vids,1
join club,1
yspitta caught traffic around howlin wolf min wondering wth going onmusta nice,2
agreedthis time year change motto soggy statemy backyard look like swimming pool,1
ohhh really want see coraline seems really good,2
cold,0
fatty omg found worst idk need talk hopefully see get work,1
werent picky precise might find interesting talk,0
awee,1
succesful love,2
yeaaaah tangerang vacation,1
yah,1
lost dollar always lose money,1
well look like going another night without snuggle bug missing big girl,0
good one,2
shannie im sorry didnt mean upset thought would find cute im sorry dont sad,0
totally best part day studying haha ok im really leaving holly ill shortly peace,2
going clean room thats hard keep room pretty clean reallyanyway could still better thing,1
got approximately hour sleep last nighti love life,2
bad week connectivityarlington panera wifi suck maybe head legal seafood airport dangmissing metaverse u stream,0
mouse attic clog dance,1
need make effort meet best online friend like money cost,1
dude hurt,0
wish dallas still say ow lol hey u spelled name wrong good thanks ff love,2
fall,1
study hall brittneyy,1
flo well thats nice hope ur good,1
ive reading sims genetics sims forum apparently hair dye passed offspring im disappointed,0
dont know yet word hopeful though good stuff happening lately im getting excited,2
wow pretty x,2
thats great never good jump roping,1
cast true blood,1
morning,1
new phone zero contact poo send message name save number thanks,2
working something exciting cannot tweet several month,1
u great always cant east germany noko least provoke go kill,2
nice pair shoe checked nike shoe worth buying,2
coworkerfriend told manager sent home afraid shes trouble sending home haha dumb,0
wat u doin bad im mixin song,0
help way,2
signing night good sunday night,2
got two ticket one speeding one tinted window,1
cleaning house going see soccergame friend,1
thanks gorgeous flower,2
good home,2
ap north korea could opt devastating land assault via report scary talk say least mm,0
need go office melting,1
back home funeral wife grandfather today time homework,1
new hair going greeattt use,2
test another update sorry bothering u guy,0
calling night talk yall tomorrow,1
suck,0
happy mother day mom mother world,2
want join drama practice today cant,1
breakupwords changed,1
oh ok well im sendin lot love,2
nooooooooou never call anymore lolbut ive good toorick ross town might go show nite,2
ill get size straight post office see later hun,1
tell hasnt miss boge,0
possa happy happy bday baby girl love ya hope get everything want,2
haha realised sounded lot like stellllaaa lol anyhoo got ur facebook msg start working soon hopefully,2
ok love girl work beckons come back later twpp,1
sound like jeff best job world,2
spent hour trying get newborn bird front garden fly poor baby success,0
someone doesnt feel good,0
good morning people great day,2
u see twitted real xmsirius let know contact info let transmit,1
wish could twitter book expo reception javitz horrible,0
wordsday wordshour wordsminute pressure,2
august anberlin theyre headlining though yes perth show,1
got new clothes series one supernatural dvd,1
shout nikkipleassseee soulja boy tell em live live,1
love google mother day theme,2
tha lol congrats,2
makin tea stressin,0
woah thats cool landed london hour agoi love scenery beautiful,2
thats terrible enjoy every minute,1
oh jealous though youre missing fried potato bread,0
vile people remove thing value,0
wasting may bank holiday crappy north south brighton party,0
punkrockchick haha saw commercial wouldnt kill,1
guess missed beer good time,0
watching favorite tv show hulucom free,2
full great lunch stuck traffic,1
well mother grandma bit kidding mode,2
bad headache getting worse minute better,0
want come back online talk gossip horrible thing transpired today,0
funny wrote,2
thanks busy good book,2
tweet last hour nobody like tweetboard,0
thanks appreciate,2
yay ear match,2
shes ruddy manageress nd bad job never find good place beyond cut,0
wonder anyone would care died tomorrow,0
laundry instead sitting darn laundry keep mocking,0
unstable broadband electricity taking toll mental stability,0
grr naplan finished commerce geo exam good luck,2
nice weatherlooks like going rain delhi,2
tweetdeck wont pull,1
little boy drowned yesterday lived subdivision went nicoles school sad,0
ultimatum ultimatum matter dress suck,0
know dont tell anyone dont know dad told famz yet think im taking online,1
oooh spoiled teenage fantasy,0
nice day look like going rainjust getting excited taking photo get home,2
yay fixed blog cs problem messed design,1
ohh yeahh im probs gonna loner start thanks person gonna go,0
wondering cold skylight open left gas morning,0
new forum thread first typhoon season headed okinawa made look,1
ill grand,1
love mom tooo,2
best day ever missed tomorrow,2
thingsmummysaid need learn wash dish laundry wont always right,2
yea mostly bc couldnt sleep oh well lunch time come soon,1
ahhh im drinking bride war really good,2
im missin fun aww cryin lol,0
thanks gonna next tweetyou man figuratively speaking,2
yeah trimet say hr trip get home ish wed arrive everyone leaving,1
cottin emilyyyyyyyy,1
simplegirl miss festivity evening heading hill wont internet bb service,0
popcorn fruitcake nowbut chocolate,1
g ive sneezing felt like trainwreck last two week piggystuff good,1
wockeez im missin u guy day ill b tomorrow butttt see u june th blockkkkk,0
absurd feel like dipping pool real quick bad dont poool,0
going get pedicure cpk lunch,1
everyone seem leave weekend sigh bed,0
going town later get birthday present ipod touch nicely think,2
im bed head wont stop giving pain ahgg let sinus allergy whatever tomorrow sogni doro,0
bus stop there always big pile loogies gross,2
well keep posted come fully thanks,2
happy star war day,2
thanks coming tonight hope ya fun,2
mean give lol finger crash car lol jk thats bad ignore,1
thing looking better better think might quite happy,2
fun airshow boy today exhausted,1
marley saddest movie ever never cry movie movie mad cry,0
one cat sick,0
left brooklyn going uptown latin coffee dollar sandwich cant find downtown brooklyn brooklyn,1
cant find camera,0
think im,2
feelin,1
im bird broken wing shes song love sing know,2
rofl room small dance,1
youre france cheri,1
made cry poor hollie,0
ok time head urban outfitter see catch eye head home since rain hindering pic day,1
really annoyed work appear blocked facebook,0
mother day,1
printchick thx sharen luv,2
delegate eating pate toast wife editing yesterday engagement shoot,1
ha think really lost time get ready work,0
hell yea hot miss cali,0
yes done last homework ready dx go waaalkiiing sun shining oh yeah,2
writing fanfic read,1
im saving three burner weber next year,1
thanks mr dj,2
hate new mt dew commercialthe one giant mosquitoit scare gross time,0
ohh sorry thats someone elses pic bad,0
hug oh gosh im sorry,0
yeeeah lmao dentist arent nice espesh decide old goodie bag sticker awesome toothpaste,2
need wait another year toy story,1
hahah hear mvp chant atlanta arena least get right unlike staple,1
haha well maybe u shouldnt weak hehe jks,2
biggest food fightmosh pit ever miss across school,0
killed dill plant happen dill great suddenly dead,0
wordsaftersex hurt,0
imagine know love hearing novel im kinda awake lol continue hopefully,2
gonna try get couple hour sleep love going bed later twitter,2
playing ethan love baby,2
come want pizza,1
geez im hating bein work till day like feel like wasted lovley day,0
every gas station look postcard luck,0
ya walked wall thats plaster neck,1
hey everyone mixed first single r u im sooo excited,2
guy go see constance logically,1
sleep wink last night x,1
feel pain lived apt mo previous tenant cat burning eyestight lung gregg,1
ahh big scary bug flying around room,0
oh yes cavs win game onto game still danger win one either shot championship,1
happy anoop day monica,2
tried energy drink report back guy im sweating worst cramp want lie,0
happy mother may mak love always xoxo,2
found there sushi fake crab meat good,0
thinking career change,1
meh feel fine crazy minute sickness session im hungry,0
sun,1
wellhopefully someday soon get one,2
sooooo much stress lately,0
